,p1,p2,beta
10694,303089,298815,1
10695,303089,302208,1
10696,303751,2139,1
10697,303751,44764,1
10698,303751,49062,1
10699,303751,66826,1
10700,303751,66925,1
10701,303751,118053,1
10702,303751,132526,1
10703,303751,143521,1
10704,303751,202805,1
10705,303751,206388,1
10706,303751,247477,1
10707,303751,302969,1
10708,303809,24421,1
10709,303809,46269,1
10710,303809,86735,1
10711,303809,121384,1
10712,303809,121804,1
10713,303809,183323,1
10714,303809,187921,1
10715,303809,205065,1
10716,303809,260980,1
10717,303809,270780,1
10718,303809,300779,1
10719,303975,2946,1
10720,303975,7940,1
10721,303975,42004,1
10722,303975,75757,1
10723,303975,115995,1
10724,303975,169920,1
10725,303975,244783,1
10726,303975,250239,1
10727,303975,282354,1
10728,304299,10756,1
10729,304299,43021,1
10730,304299,75279,1
10731,304299,102076,1
10732,304299,139239,1
10733,304299,162029,1
10734,304299,167416,1
10735,304299,189431,1
10736,304299,260052,1
10737,304299,302905,1
10738,304307,5758,1
10739,304307,11325,1
10740,304307,98360,1
10741,304307,106836,1
10742,304307,131313,1
10743,304307,139287,1
10744,304307,157410,1
10745,304307,164427,1
10746,304307,188747,1
10747,304307,205477,1
10748,304307,253484,1
10749,304371,22854,1
10750,304371,42123,1
10751,304371,47114,1
10752,304371,50159,1
10753,304371,87498,1
10754,304371,104639,1
10755,304371,119958,1
10756,304371,166242,1
10757,304371,171784,1
10758,304371,182562,1
10759,304371,202481,1
10760,304371,234978,1
10761,304371,245395,1
10762,304371,258814,1
10763,304371,278580,1
10764,304412,2964,1
10765,304412,21802,1
10766,304412,30870,1
10767,304412,46047,1
10768,304412,68063,1
10769,304412,78822,1
10770,304412,112034,1
10771,304412,112077,1
10772,304412,153554,1
10773,304412,175575,1
10774,304412,195962,1
10775,304412,206231,1
10776,304412,206518,1
10777,304412,226866,1
10778,304587,22854,1
10779,304587,87498,1
10780,304587,170505,1
10781,304587,232306,1
10782,304587,248230,1
10783,304587,259791,1
10784,304587,267327,1
10785,304587,267938,1
10786,304968,2096,1
10787,304968,39188,1
10788,304968,39429,1
10789,304968,69111,1
10790,304968,133829,1
10791,304968,217979,1
10792,304968,226092,1
10793,304968,228870,1
10794,304968,243463,1
10795,304987,2946,1
10796,304987,20856,1
10797,304987,84365,1
10798,304987,106972,1
10799,304987,187920,1
10800,304987,189666,1
10801,304987,203736,1
10802,304987,212263,1
10803,304987,269091,1
10804,304987,271273,1
10805,304987,271536,1
10806,304987,302208,1
10807,304987,303089,1
10808,305169,47912,1
10809,305169,55125,1
10810,305169,99612,1
10811,305169,99985,1
10812,305169,103309,1
10813,305169,106972,1
10814,305169,157144,1
10815,305169,196747,1
10816,305169,220818,1
10817,305169,227240,1
10818,305252,7240,1
10819,305252,65885,1
10820,305252,86945,1
10821,305252,94132,1
10822,305252,104879,1
10823,305252,126472,1
10824,305252,139348,1
10825,305252,176417,1
10826,305252,192506,1
10827,305252,200148,1
10828,305252,268955,1
10829,305252,280904,1
10830,305658,2964,1
10831,305658,21802,1
10832,305658,25824,1
10833,305658,30870,1
10834,305658,73256,1
10835,305658,175575,1
10836,305658,206231,1
10837,305658,304412,1
10838,305814,6142,1
10839,305814,15184,1
10840,305814,81357,1
10841,305814,124777,1
10842,305814,156920,1
10843,305814,181015,1
10844,305814,210133,1
10845,305814,218768,1
10846,305814,267667,1
10847,305832,8730,1
10848,305832,27711,1
10849,305832,42004,1
10850,305832,46202,1
10851,305832,150919,1
10852,305832,157789,1
10853,305832,169920,1
10854,305832,250239,1
10855,305832,264465,1
10856,305832,282354,1
10857,305920,7240,1
10858,305920,21673,1
10859,305920,25916,1
10860,305920,40638,1
10861,305920,86945,1
10862,305920,89834,1
10863,305920,123028,1
10864,305920,139348,1
10865,305920,176417,1
10866,305920,200148,1
10867,305920,290578,1
10868,305920,295663,1
10869,305920,302267,1
10870,305920,302628,1
10871,305999,14496,1
10872,305999,21190,1
10873,305999,35793,1
10874,305999,58444,1
10875,305999,119866,1
10876,305999,179191,1
10877,305999,187735,1
10878,305999,222033,1
10879,305999,241515,1
10880,305999,273549,1
10881,306029,8643,1
10882,306029,28620,1
10883,306029,46269,1
10884,306029,104639,1
10885,306029,136584,1
10886,306029,145703,1
10887,306029,212432,1
10888,306029,213743,1
10889,306029,236380,1
10890,306029,237334,1
10891,306029,278550,1
10892,306029,281770,1
10893,306330,8332,1
10894,306330,22729,1
10895,306330,87979,1
10896,306330,105967,1
10897,306330,124160,1
10898,306330,127570,1
10899,306330,140427,1
10900,306330,177450,1
10901,306330,225720,1
10902,306330,281996,1
10903,306464,20429,1
10904,306464,38534,1
10905,306464,62567,1
10906,306464,78393,1
10907,306464,126918,1
10908,306464,134745,1
10909,306464,176611,1
10910,306464,178680,1
10911,306464,203775,1
10912,306464,227050,1
10913,306464,234388,1
10914,306464,262458,1
10915,306464,285221,1
10916,306978,3310,1
10917,306978,3396,1
10918,306978,45467,1
10919,306978,92935,1
10920,306978,98180,1
10921,306978,106971,1
10922,306978,173758,1
10923,306978,203241,1
10924,306978,226389,1
10925,306978,234049,1
10926,306978,240460,1
10927,307004,8332,1
10928,307004,87979,1
10929,307004,105967,1
10930,307004,127570,1
10931,307004,140427,1
10932,307004,177450,1
10933,307004,201227,1
10934,307004,291661,1
10935,307004,296768,1
10936,307004,296799,1
10937,307274,18509,1
10938,307274,72116,1
10939,307274,107380,1
10940,307274,126621,1
10941,307274,134716,1
10942,307274,167033,1
10943,307274,189337,1
10944,307274,196870,1
10945,307274,204631,1
10946,307274,250884,1
10947,307274,255194,1
10948,307274,287086,1
10949,307274,288944,1
10950,307309,2515,1
10951,307309,35542,1
10952,307309,67917,1
10953,307309,101438,1
10954,307309,194410,1
10955,307309,200236,1
10956,307309,214870,1
10957,307309,256336,1
10958,307309,261641,1
10959,307360,9377,1
10960,307360,50159,1
10961,307360,86382,1
10962,307360,115995,1
10963,307360,128252,1
10964,307360,162045,1
10965,307360,162373,1
10966,307360,242121,1
10967,307360,258927,1
10968,307360,288657,1
10969,307472,3196,1
10970,307472,21784,1
10971,307472,25147,1
10972,307472,57687,1
10973,307472,82954,1
10974,307472,152538,1
10975,307472,192818,1
10976,307472,198110,1
10977,307472,215082,1
10978,307472,280947,1
10979,307472,292986,1
10980,308105,32588,1
10981,308105,44301,1
10982,308105,47098,1
10983,308105,73292,1
10984,308105,98471,1
10985,308105,174767,1
10986,308105,241861,1
10987,308105,280767,1
10988,308105,287324,1
10989,308617,24421,1
10990,308617,57020,1
10991,308617,86735,1
10992,308617,101774,1
10993,308617,108852,1
10994,308617,146598,1
10995,308617,183323,1
10996,308617,187921,1
10997,308617,189154,1
10998,308617,196831,1
10999,308617,233129,1
11000,308617,270780,1
11001,308617,297331,1
11002,308617,303809,1
11003,308863,968,1
11004,308863,19828,1
11005,308863,38534,1
11006,308863,50451,1
11007,308863,78393,1
11008,308863,81852,1
11009,308863,84365,1
11010,308863,85322,1
11011,308863,87074,1
11012,308863,118479,1
11013,308863,157332,1
11014,308863,285221,1
11015,308863,295983,1
11016,308863,306464,1
11017,308963,1060,1
11018,308963,76335,1
11019,308963,146031,1
11020,308963,204410,1
11021,308963,212222,1
11022,308963,223508,1
11023,308963,225648,1
11024,308963,237679,1
11025,308963,269196,1
11026,308963,301644,1
11027,309181,5758,1
11028,309181,14441,1
11029,309181,26714,1
11030,309181,45709,1
11031,309181,131313,1
11032,309181,136635,1
11033,309181,192025,1
11034,309181,194313,1
11035,309181,205477,1
11036,309181,239905,1
11037,309181,253432,1
11038,309181,304307,1
11039,309315,24161,1
11040,309315,28809,1
11041,309315,105472,1
11042,309315,115860,1
11043,309315,116710,1
11044,309315,200829,1
11045,309315,208312,1
11046,309315,211880,1
11047,309315,218751,1
11048,309315,232759,1
11049,309315,268551,1
11050,309315,282145,1
11051,309315,282844,1
11052,309349,11472,1
11053,309349,11525,1
11054,309349,62416,1
11055,309349,67409,1
11056,309349,75281,1
11057,309349,80932,1
11058,309349,109051,1
11059,309349,168034,1
11060,309349,200888,1
11061,309349,241990,1
11062,309349,259371,1
11063,309349,263978,1
11064,309349,307309,1
11065,309394,13103,1
11066,309394,48982,1
11067,309394,79698,1
11068,309394,83245,1
11069,309394,89988,1
11070,309394,91532,1
11071,309394,107228,1
11072,309394,133160,1
11073,309394,170516,1
11074,309394,286572,1
11075,309666,23533,1
11076,309666,24168,1
11077,309666,28732,1
11078,309666,31949,1
11079,309666,61588,1
11080,309666,97392,1
11081,309666,172393,1
11082,309666,192025,1
11083,309666,237838,1
11084,309666,260534,1
11085,309799,105825,1
11086,309799,126268,1
11087,309799,136907,1
11088,309799,164427,1
11089,309799,234882,1
11090,309799,253484,1
11091,309799,263703,1
11092,309799,267667,1
11093,309910,48593,1
11094,309910,54436,1
11095,309910,89720,1
11096,309910,115860,1
11097,309910,118479,1
11098,309910,139239,1
11099,309910,150624,1
11100,309910,153374,1
11101,309910,154679,1
11102,309910,216121,1
11103,309910,273928,1
11104,309910,302905,1
11105,310073,28614,1
11106,310073,55719,1
11107,310073,112886,1
11108,310073,127575,1
11109,310073,128255,1
11110,310073,155439,1
11111,310073,174480,1
11112,310073,238781,1
11113,310073,243036,1
11114,310073,256888,1
11115,310073,260392,1
11116,310347,20429,1
11117,310347,20530,1
11118,310347,39875,1
11119,310347,52262,1
11120,310347,53941,1
11121,310347,79698,1
11122,310347,138734,1
11123,310347,145111,1
11124,310347,155009,1
11125,310347,230954,1
11126,310347,260980,1
11127,310598,56546,1
11128,310598,58677,1
11129,310598,102018,1
11130,310598,114204,1
11131,310598,117606,1
11132,310598,120942,1
11133,310598,165722,1
11134,310598,166072,1
11135,310598,182515,1
11136,310598,183275,1
11137,310598,203110,1
11138,310598,210430,1
11139,310598,233553,1
11140,310598,295430,1
11141,310630,9704,1
11142,310630,18509,1
11143,310630,72116,1
11144,310630,126621,1
11145,310630,134716,1
11146,310630,189337,1
11147,310630,204631,1
11148,310630,255194,1
11149,310630,256392,1
11150,310630,266770,1
11151,310630,288944,1
11152,310630,307274,1
11153,311132,30667,1
11154,311132,56151,1
11155,311132,59604,1
11156,311132,70133,1
11157,311132,78822,1
11158,311132,100797,1
11159,311132,137872,1
11160,311132,187041,1
11161,311132,195187,1
11162,311132,257199,1
11163,311132,265099,1
11164,311164,45776,1
11165,311164,49176,1
11166,311164,98941,1
11167,311164,101278,1
11168,311164,119866,1
11169,311164,155804,1
11170,311164,165056,1
11171,311164,186812,1
11172,311164,247903,1
11173,311164,278537,1
11174,311164,301644,1
11175,311384,3281,1
11176,311384,38628,1
11177,311384,48593,1
11178,311384,79698,1
11179,311384,195354,1
11180,311384,202803,1
11181,311384,217555,1
11182,311384,259791,1
11183,311384,261437,1
11184,311384,273928,1
11185,311384,278284,1
11186,311384,294722,1
11187,397500,18515,1
11188,397500,104433,1
11189,397500,139894,1
11190,397500,152564,1
11191,397500,243463,1
11192,397500,265191,1
11193,397500,267284,1
11194,397501,128587,1
11195,397501,152564,1
11196,397501,243463,1
11197,397501,267284,1
11198,397501,304968,1
11199,397501,397500,1
11200,397502,2423,1
11201,397502,39429,1
11202,397502,69111,1
11203,397502,76180,1
11204,397502,104433,1
11205,397502,128587,1
11206,397502,143047,1
11207,397502,152564,1
11208,397502,158547,1
11209,397502,228870,1
11210,397502,248775,1
11211,397502,397500,1
11212,397502,397501,1
11213,397503,13465,1
11214,397503,39429,1
11215,397503,72774,1
11216,397503,96399,1
11217,397503,128587,1
11218,397503,152564,1
11219,397503,216677,1
11220,397503,243463,1
11221,397503,250617,1
11222,397503,304968,1
11223,397503,397500,1
11224,397503,397502,1
11225,397504,18515,1
11226,397504,88214,1
11227,397504,104433,1
11228,397504,128587,1
11229,397504,133829,1
11230,397504,216677,1
11231,397504,243463,1
11232,397504,397500,1
11233,397504,397501,1
11234,397504,397503,1
11235,397505,18515,1
11236,397505,72774,1
11237,397505,76180,1
11238,397505,128587,1
11239,397505,133829,1
11240,397505,133921,1
11241,397505,216677,1
11242,397505,243463,1
11243,397505,248306,1
11244,397505,397500,1
11245,397505,397501,1
11246,397505,397502,1
11247,397505,397504,1
11248,397506,14014,1
11249,397506,22727,1
11250,397506,47567,1
11251,397506,125551,1
11252,397506,257542,1
11253,397506,258047,1
11254,397506,259664,1
11255,397506,272426,1
11256,397507,14014,1
11257,397507,47567,1
11258,397507,125551,1
11259,397507,133535,1
11260,397507,135401,1
11261,397507,157816,1
11262,397507,172213,1
11263,397507,227631,1
11264,397507,247260,1
11265,397507,272426,1
11266,397507,397506,1
11267,397508,68608,1
11268,397508,135401,1
11269,397508,157816,1
11270,397508,163027,1
11271,397508,259664,1
11272,397508,272426,1
11273,397508,397506,1
11274,397508,397507,1
11275,397509,14014,1
11276,397509,47567,1
11277,397509,125551,1
11278,397509,157816,1
11279,397509,202015,1
11280,397509,227631,1
11281,397509,246035,1
11282,397509,259664,1
11283,397509,397506,1
11284,397509,397507,1
11285,397509,397508,1
11286,397510,14014,1
11287,397510,68608,1
11288,397510,157816,1
11289,397510,163027,1
11290,397510,227631,1
11291,397510,246035,1
11292,397510,279681,1
11293,397510,397506,1
11294,397510,397508,1
11295,397510,397509,1
11296,397511,9172,1
11297,397511,22727,1
11298,397511,68608,1
11299,397511,157816,1
11300,397511,163027,1
11301,397511,246035,1
11302,397511,259664,1
11303,397511,272426,1
11304,397511,397506,1
11305,397511,397508,1
11306,397511,397510,1
11307,397512,22566,1
11308,397512,47023,1
11309,397512,141027,1
11310,397512,149985,1
11311,397512,169423,1
11312,397512,177479,1
11313,397512,234251,1
11314,397512,265364,1
11315,397513,68730,1
11316,397513,117982,1
11317,397513,141027,1
11318,397513,228038,1
11319,397513,260392,1
11320,397513,265032,1
11321,397513,273120,1
11322,397513,397512,1
11323,397514,28614,1
11324,397514,47023,1
11325,397514,141027,1
11326,397514,273120,1
11327,397514,397513,1
11328,397515,28614,1
11329,397515,79968,1
11330,397515,85245,1
11331,397515,109828,1
11332,397515,201962,1
11333,397515,228038,1
11334,397515,397512,1
11335,397515,397513,1
11336,397515,397514,1
11337,397516,20495,1
11338,397516,79968,1
11339,397516,194763,1
11340,397516,228038,1
11341,397516,243036,1
11342,397516,397512,1
11343,397516,397514,1
11344,397516,397515,1
11345,397517,79968,1
11346,397517,128255,1
11347,397517,168188,1
11348,397517,194763,1
11349,397517,216350,1
11350,397517,265364,1
11351,397517,302231,1
11352,397517,397512,1
11353,397517,397513,1
11354,397517,397514,1
11355,397517,397515,1
11356,397517,397516,1
11357,397518,79968,1
11358,397518,85245,1
11359,397518,149985,1
11360,397518,168188,1
11361,397518,194763,1
11362,397518,243036,1
11363,397518,302231,1
11364,397518,310073,1
11365,397518,397514,1
11366,397518,397515,1
11367,397518,397516,1
11368,397519,14859,1
11369,397519,47023,1
11370,397519,85147,1
11371,397519,117644,1
11372,397519,124213,1
11373,397519,124978,1
11374,397519,168188,1
11375,397519,194763,1
11376,397519,223722,1
11377,397519,256351,1
11378,397519,397513,1
11379,397519,397514,1
11380,397519,397515,1
11381,397520,7558,1
11382,397520,40615,1
11383,397520,63805,1
11384,397520,101666,1
11385,397520,130129,1
11386,397520,160721,1
11387,397520,188668,1
11388,397520,204071,1
11389,397520,208195,1
11390,397520,216801,1
11391,397520,233818,1
11392,397520,262931,1
11393,397520,275705,1
11394,397520,286869,1
11395,397521,7558,1
11396,397521,40615,1
11397,397521,63805,1
11398,397521,101666,1
11399,397521,128701,1
11400,397521,140313,1
11401,397521,160237,1
11402,397521,177077,1
11403,397521,188668,1
11404,397521,241119,1
11405,397521,262931,1
11406,397521,275705,1
11407,397521,299699,1
11408,397522,4381,1
11409,397522,5656,1
11410,397522,31081,1
11411,397522,38217,1
11412,397522,56569,1
11413,397522,117972,1
11414,397522,132801,1
11415,397522,138290,1
11416,397522,138509,1
11417,397522,227697,1
11418,397523,31081,1
11419,397523,38217,1
11420,397523,60030,1
11421,397523,92513,1
11422,397523,132801,1
11423,397523,138290,1
11424,397523,138509,1
11425,397523,233018,1
11426,397523,250131,1
11427,397523,265479,1
11428,397524,12114,1
11429,397524,58291,1
11430,397524,73728,1
11431,397524,107349,1
11432,397524,121965,1
11433,397524,146338,1
11434,397524,219013,1
11435,397524,232466,1
11436,397524,239155,1
11437,397524,254783,1
11438,397525,12114,1
11439,397525,32343,1
11440,397525,58291,1
11441,397525,121965,1
11442,397525,219013,1
11443,397526,12114,1
11444,397526,58291,1
11445,397526,86345,1
11446,397526,247005,1
11447,397526,397525,1
11448,397527,58291,1
11449,397527,181509,1
11450,397527,397524,1
11451,397527,397525,1
11452,397527,397526,1
11453,397528,12114,1
11454,397528,56336,1
11455,397528,73728,1
11456,397528,161060,1
11457,397528,397524,1
11458,397528,397525,1
11459,397528,397526,1
11460,397528,397527,1
11461,397529,73728,1
11462,397529,101737,1
11463,397529,169649,1
11464,397529,285134,1
11465,397529,397525,1
11466,397529,397526,1
11467,397529,397527,1
11468,397529,397528,1
11469,397530,247903,1
11470,397530,397524,1
11471,397530,397525,1
11472,397530,397526,1
11473,397530,397527,1
11474,397530,397528,1
11475,397530,397529,1
11476,397531,253812,1
11477,397531,397525,1
11478,397531,397528,1
11479,397531,397529,1
11480,397531,397530,1
11481,397532,397526,1
11482,397532,397527,1
11483,397532,397528,1
11484,397532,397529,1
11485,397532,397530,1
11486,397532,397531,1
11487,397533,79629,1
11488,397533,141127,1
11489,397533,215062,1
11490,397533,397527,1
11491,397533,397529,1
11492,397533,397530,1
11493,397533,397531,1
11494,397533,397532,1
11495,397534,89004,1
11496,397534,194769,1
11497,397534,397528,1
11498,397534,397529,1
11499,397534,397531,1
11500,397534,397532,1
11501,397534,397533,1
11502,397535,4595,1
11503,397535,166638,1
11504,397535,217038,1
11505,397535,293221,1
11506,397535,397530,1
11507,397535,397531,1
11508,397535,397532,1
11509,397535,397533,1
11510,397535,397534,1
11511,397536,152192,1
11512,397536,204410,1
11513,397536,243644,1
11514,397536,397530,1
11515,397536,397532,1
11516,397536,397533,1
11517,397536,397535,1
11518,397537,281606,1
11519,397537,397531,1
11520,397537,397532,1
11521,397537,397533,1
11522,397537,397534,1
11523,397537,397535,1
11524,397537,397536,1
11525,397538,41929,1
11526,397538,58291,1
11527,397538,243644,1
11528,397538,300254,1
11529,397538,397532,1
11530,397538,397534,1
11531,397538,397535,1
11532,397538,397536,1
11533,397538,397537,1
11534,397539,16127,1
11535,397539,243644,1
11536,397539,397533,1
11537,397539,397534,1
11538,397539,397535,1
11539,397539,397536,1
11540,397539,397537,1
11541,397539,397538,1
11542,397540,252989,1
11543,397540,397534,1
11544,397540,397536,1
11545,397540,397537,1
11546,397540,397538,1
11547,397541,34564,1
11548,397541,397535,1
11549,397541,397537,1
11550,397541,397538,1
11551,397541,397539,1
11552,397541,397540,1
11553,397542,95851,1
11554,397542,108431,1
11555,397542,138525,1
11556,397542,397536,1
11557,397542,397537,1
11558,397542,397539,1
11559,397542,397540,1
11560,397542,397541,1
11561,397543,8138,1
11562,397543,10696,1
11563,397543,120982,1
11564,397543,131095,1
11565,397543,192666,1
11566,397543,247903,1
11567,397543,272615,1
11568,397543,397538,1
11569,397543,397539,1
11570,397543,397540,1
11571,397543,397541,1
11572,397543,397542,1
11573,397544,4595,1
11574,397544,83509,1
11575,397544,127496,1
11576,397544,140107,1
11577,397544,293221,1
11578,397544,397531,1
11579,397544,397539,1
11580,397544,397540,1
11581,397544,397543,1
11582,397545,41929,1
11583,397545,155804,1
11584,397545,397540,1
11585,397545,397541,1
11586,397545,397542,1
11587,397546,64911,1
11588,397546,397540,1
11589,397546,397541,1
11590,397546,397542,1
11591,397546,397543,1
11592,397546,397544,1
11593,397546,397545,1
11594,397547,108431,1
11595,397547,123421,1
11596,397547,143613,1
11597,397547,397541,1
11598,397547,397542,1
11599,397547,397543,1
11600,397547,397544,1
11601,397547,397546,1
11602,397548,31453,1
11603,397548,223435,1
11604,397548,397542,1
11605,397548,397543,1
11606,397548,397544,1
11607,397548,397545,1
11608,397548,397546,1
11609,397548,397547,1
11610,397549,252989,1
11611,397549,255532,1
11612,397549,397544,1
11613,397549,397545,1
11614,397549,397546,1
11615,397549,397547,1
11616,397549,397548,1
11617,397550,153092,1
11618,397550,271121,1
11619,397550,397544,1
11620,397550,397545,1
11621,397550,397546,1
11622,397550,397547,1
11623,397550,397549,1
11624,397551,12796,1
11625,397551,28404,1
11626,397551,100940,1
11627,397551,397545,1
11628,397551,397546,1
11629,397551,397547,1
11630,397551,397548,1
11631,397551,397550,1
11632,397552,397546,1
11633,397552,397548,1
11634,397552,397549,1
11635,397552,397550,1
11636,397553,10696,1
11637,397553,35952,1
11638,397553,116229,1
11639,397553,266092,1
11640,397553,285822,1
11641,397553,397525,1
11642,397553,397547,1
11643,397553,397548,1
11644,397553,397550,1
11645,397553,397552,1
11646,397554,1478,1
11647,397554,45776,1
11648,397554,116229,1
11649,397554,131638,1
11650,397554,237679,1
11651,397554,253475,1
11652,397554,397548,1
11653,397554,397549,1
11654,397554,397550,1
11655,397554,397551,1
11656,397554,397552,1
11657,397554,397553,1
11658,397555,8700,1
11659,397555,35825,1
11660,397555,116229,1
11661,397555,188876,1
11662,397555,212715,1
11663,397555,397549,1
11664,397555,397550,1
11665,397555,397551,1
11666,397555,397552,1
11667,397555,397553,1
11668,397555,397554,1
11669,397556,1478,1
11670,397556,89561,1
11671,397556,116229,1
11672,397556,135345,1
11673,397556,140107,1
11674,397556,223745,1
11675,397556,397551,1
11676,397556,397552,1
11677,397556,397554,1
11678,397556,397555,1
11679,397557,1478,1
11680,397557,6721,1
11681,397557,35119,1
11682,397557,89561,1
11683,397557,114861,1
11684,397557,215062,1
11685,397557,229173,1
11686,397557,308963,1
11687,397557,397551,1
11688,397557,397552,1
11689,397557,397555,1
11690,397557,397556,1
11691,397558,1478,1
11692,397558,6721,1
11693,397558,89561,1
11694,397558,116229,1
11695,397558,142309,1
11696,397558,203761,1
11697,397558,253705,1
11698,397558,255532,1
11699,397558,397527,1
11700,397558,397552,1
11701,397558,397553,1
11702,397558,397554,1
11703,397558,397555,1
11704,397558,397556,1
11705,397558,397557,1
11706,397559,34485,1
11707,397559,45467,1
11708,397559,62416,1
11709,397559,166795,1
11710,397559,185487,1
11711,397560,45467,1
11712,397560,69809,1
11713,397560,142875,1
11714,397560,185487,1
11715,397560,282256,1
11716,397560,304412,1
11717,397560,397559,1
11718,397561,102098,1
11719,397561,195962,1
11720,397561,198439,1
11721,397561,397560,1
11722,397562,45467,1
11723,397562,52825,1
11724,397562,93553,1
11725,397562,102098,1
11726,397562,185487,1
11727,397562,397559,1
11728,397562,397561,1
11729,397563,102098,1
11730,397563,241990,1
11731,397563,397559,1
11732,397563,397560,1
11733,397563,397561,1
11734,397563,397562,1
11735,397564,73662,1
11736,397564,86622,1
11737,397564,166795,1
11738,397564,185487,1
11739,397564,238635,1
11740,397564,397559,1
11741,397564,397560,1
11742,397564,397561,1
11743,397564,397562,1
11744,397564,397563,1
11745,397565,29406,1
11746,397565,397559,1
11747,397565,397560,1
11748,397565,397561,1
11749,397565,397562,1
11750,397565,397563,1
11751,397565,397564,1
11752,397566,169087,1
11753,397566,176521,1
11754,397566,234049,1
11755,397566,240460,1
11756,397566,397560,1
11757,397566,397561,1
11758,397566,397562,1
11759,397566,397565,1
11760,397567,15683,1
11761,397567,240460,1
11762,397567,397561,1
11763,397567,397562,1
11764,397567,397563,1
11765,397567,397564,1
11766,397567,397565,1
11767,397567,397566,1
11768,397568,397563,1
11769,397568,397566,1
11770,397568,397567,1
11771,397569,3985,1
11772,397569,207547,1
11773,397569,397563,1
11774,397569,397565,1
11775,397569,397566,1
11776,397569,397567,1
11777,397569,397568,1
11778,397570,82396,1
11779,397570,117587,1
11780,397570,138120,1
11781,397570,397564,1
11782,397570,397565,1
11783,397570,397566,1
11784,397570,397567,1
11785,397570,397568,1
11786,397570,397569,1
11787,397571,37611,1
11788,397571,73256,1
11789,397571,306978,1
11790,397571,397565,1
11791,397571,397567,1
11792,397571,397568,1
11793,397571,397569,1
11794,397571,397570,1
11795,397572,3396,1
11796,397572,167841,1
11797,397572,272307,1
11798,397572,397566,1
11799,397572,397567,1
11800,397572,397568,1
11801,397572,397569,1
11802,397572,397571,1
11803,397573,241990,1
11804,397573,397567,1
11805,397573,397568,1
11806,397573,397569,1
11807,397573,397570,1
11808,397573,397572,1
11809,397574,30667,1
11810,397574,100797,1
11811,397574,397568,1
11812,397574,397570,1
11813,397574,397571,1
11814,397574,397572,1
11815,397574,397573,1
11816,397575,45467,1
11817,397575,46047,1
11818,397575,98180,1
11819,397575,297324,1
11820,397575,397569,1
11821,397575,397570,1
11822,397575,397572,1
11823,397575,397573,1
11824,397575,397574,1
11825,397576,30667,1
11826,397576,138120,1
11827,397576,142875,1
11828,397576,194410,1
11829,397576,227272,1
11830,397576,275672,1
11831,397576,397570,1
11832,397576,397571,1
11833,397576,397574,1
11834,397576,397575,1
11835,397577,3985,1
11836,397577,30667,1
11837,397577,95801,1
11838,397577,138120,1
11839,397577,195187,1
11840,397577,227272,1
11841,397577,397572,1
11842,397577,397573,1
11843,397577,397574,1
11844,397577,397575,1
11845,397577,397576,1
11846,397578,3985,1
11847,397578,17368,1
11848,397578,30667,1
11849,397578,43831,1
11850,397578,146035,1
11851,397578,154138,1
11852,397578,227272,1
11853,397578,232644,1
11854,397578,281627,1
11855,397578,397572,1
11856,397578,397573,1
11857,397578,397574,1
11858,397578,397576,1
11859,397578,397577,1
11860,397579,30667,1
11861,397579,92136,1
11862,397579,92304,1
11863,397579,138120,1
11864,397579,227272,1
11865,397579,232644,1
11866,397579,397560,1
11867,397579,397573,1
11868,397579,397574,1
11869,397579,397576,1
11870,397579,397577,1
11871,397579,397578,1
11872,397580,58288,1
11873,397580,117888,1
11874,397580,139577,1
11875,397580,163491,1
11876,397580,178680,1
11877,397580,209522,1
11878,397581,21532,1
11879,397581,24512,1
11880,397581,113779,1
11881,397581,117888,1
11882,397581,136161,1
11883,397581,163491,1
11884,397582,21532,1
11885,397582,113779,1
11886,397582,116580,1
11887,397582,167291,1
11888,397582,209522,1
11889,397582,216121,1
11890,397582,290627,1
11891,397583,47114,1
11892,397583,113779,1
11893,397583,163491,1
11894,397583,210195,1
11895,397583,294722,1
11896,397583,397580,1
11897,397583,397581,1
11898,397583,397582,1
11899,397584,64671,1
11900,397584,117888,1
11901,397584,126918,1
11902,397584,163491,1
11903,397584,195478,1
11904,397584,397580,1
11905,397584,397581,1
11906,397584,397582,1
11907,397584,397583,1
11908,397585,114204,1
11909,397585,117888,1
11910,397585,130675,1
11911,397585,397580,1
11912,397585,397581,1
11913,397585,397582,1
11914,397585,397583,1
11915,397585,397584,1
11916,397586,22854,1
11917,397586,234388,1
11918,397586,306029,1
11919,397586,397580,1
11920,397586,397582,1
11921,397586,397585,1
11922,397587,20856,1
11923,397587,397581,1
11924,397587,397583,1
11925,397587,397584,1
11926,397587,397585,1
11927,397587,397586,1
11928,397588,30547,1
11929,397588,121229,1
11930,397588,248230,1
11931,397588,397582,1
11932,397588,397583,1
11933,397588,397584,1
11934,397588,397585,1
11935,397588,397586,1
11936,397589,43465,1
11937,397589,185382,1
11938,397589,397584,1
11939,397589,397585,1
11940,397589,397586,1
11941,397589,397587,1
11942,397589,397588,1
11943,397590,125054,1
11944,397590,231450,1
11945,397590,397584,1
11946,397590,397586,1
11947,397590,397589,1
11948,397591,83245,1
11949,397591,111307,1
11950,397591,220439,1
11951,397591,227050,1
11952,397591,397585,1
11953,397591,397586,1
11954,397591,397587,1
11955,397591,397590,1
11956,397592,24161,1
11957,397592,287953,1
11958,397592,397587,1
11959,397592,397588,1
11960,397592,397590,1
11961,397593,129971,1
11962,397593,143486,1
11963,397593,166242,1
11964,397593,303089,1
